Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,SalePrice
762,TA,TA,Mn,LwQ,405,Unf,0,740,1145,0,0,1,0,2,1,Fa,5,Detchd,1965.0,Unf,2,440,TA,TA,100000
763,Gd,TA,Mn,GLQ,24,Unf,0,732,756,0,0,2,1,3,1,Gd,7,Attchd,2009.0,Unf,2,614,TA,TA,215200
764,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,1,0,2,1,3,1,Gd,8,Attchd,1999.0,RFn,3,856,TA,TA,337000
765,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,1,0,1,1,2,1,Ex,6,Attchd,1995.0,Fin,2,481,TA,TA,270000
766,Gd,TA,No,Unf,0,Unf,0,1498,1498,0,0,2,0,2,1,Ex,6,Attchd,2008.0,Fin,2,592,TA,TA,264132
767,Gd,TA,No,GLQ,394,Unf,0,586,980,0,0,2,1,3,1,TA,7,Attchd,1988.0,Unf,2,496,TA,TA,196500
768,Gd,TA,Mn,ALQ,660,Unf,0,323,983,1,0,2,0,4,1,TA,7,Attchd,1989.0,Unf,1,423,TA,TA,160000
769,Gd,TA,No,GLQ,24,Unf,0,1836,1860,0,0,2,0,3,1,Gd,8,Attchd,2004.0,Fin,2,484,TA,TA,216837
770,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,1,0,3,1,4,1,Ex,12,BuiltIn,2003.0,Fin,3,841,TA,TA,538000
771,Gd,TA,Av,GLQ,685,Unf,0,173,858,1,0,1,0,2,1,TA,5,Detchd,1983.0,Unf,2,576,TA,TA,134900
772,Fa,Fa,No,LwQ,836,Unf,0,0,836,0,0,1,0,2,1,TA,6,Detchd,1951.0,Unf,2,396,TA,TA,102000
773,TA,TA,Av,ALQ,422,BLQ,127,480,1029,1,0,1,0,3,1,TA,6,Detchd,1976.0,Unf,2,672,TA,TA,107000
774,TA,TA,No,Rec,456,Unf,0,456,912,0,0,1,0,2,1,TA,5,Attchd,1958.0,RFn,1,275,TA,TA,114500
775,Gd,TA,Av,Unf,0,Unf,0,1935,1935,0,0,2,0,3,1,Gd,9,Attchd,2006.0,Fin,3,895,TA,TA,395000
776,Ex,TA,No,GLQ,866,Unf,0,338,1204,1,0,2,0,2,1,TA,5,Attchd,1998.0,Fin,2,412,TA,TA,162000
777,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,0,0,2,0,3,1,Gd,7,Attchd,2005.0,RFn,3,865,TA,TA,221500
778,TA,TA,No,ALQ,762,Unf,0,102,864,1,0,1,0,3,1,TA,5,Attchd,1974.0,Unf,2,440,TA,TA,142500
779,,,,,0,,0,0,0,0,0,2,0,4,2,TA,10,Detchd,1977.0,Unf,2,630,TA,TA,144000
780,Gd,TA,Gd,GLQ,975,Unf,0,0,975,1,0,1,0,2,1,TA,4,Attchd,1977.0,Unf,2,504,TA,TA,135000
781,Gd,Gd,No,Unf,0,Unf,0,1237,1237,0,0,2,0,3,1,TA,6,Attchd,1995.0,Fin,2,402,TA,TA,176000
782,Gd,TA,No,ALQ,387,Unf,0,374,761,0,0,2,1,3,1,Gd,7,Attchd,1992.0,RFn,2,484,TA,TA,175900
783,Gd,TA,No,Unf,0,Unf,0,1413,1413,0,0,2,0,3,1,Gd,6,Attchd,2001.0,RFn,2,605,TA,TA,187100
784,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,1,0,1,0,1,1,Gd,4,Attchd,1978.0,Fin,2,602,TA,TA,165500
785,TA,TA,No,Unf,0,Unf,0,742,742,0,0,2,0,3,1,TA,9,,,,0,0,,,128000
786,TA,TA,No,Rec,251,LwQ,630,491,1372,0,0,2,0,3,1,TA,7,Attchd,1967.0,Unf,2,457,TA,TA,161500
787,Fa,TA,No,LwQ,686,Unf,0,0,686,1,0,2,0,4,1,TA,7,Detchd,1961.0,Unf,1,416,TA,TA,139000
788,Gd,TA,No,GLQ,656,Unf,0,300,956,1,0,2,1,4,1,Gd,8,BuiltIn,2004.0,RFn,2,618,TA,TA,233000
789,TA,TA,No,Unf,0,Unf,0,901,901,0,0,1,0,2,1,TA,4,Detchd,1954.0,Unf,1,281,Fa,TA,107900
790,TA,Fa,Gd,LwQ,568,Unf,0,264,832,0,0,2,1,5,1,Gd,9,Attchd,1966.0,Fin,2,444,TA,TA,187500
791,Gd,TA,No,GLQ,16,Unf,0,1129,1145,0,0,2,0,2,1,Gd,5,Attchd,2005.0,Fin,2,397,TA,TA,160200
792,Gd,TA,Av,ALQ,539,Unf,0,490,1029,1,0,1,0,3,1,TA,5,Attchd,1976.0,RFn,2,539,TA,TA,146800
793,Gd,TA,Av,GLQ,862,Unf,0,255,1117,1,0,2,1,3,1,TA,8,Attchd,1997.0,Unf,2,455,TA,TA,269790
794,Gd,TA,Av,Unf,0,Unf,0,1496,1496,0,0,2,0,3,1,Gd,7,Attchd,2007.0,Fin,2,474,TA,TA,225000
795,Gd,TA,No,Unf,0,Unf,0,712,712,0,0,2,1,3,1,Gd,7,Attchd,1994.0,Fin,2,409,TA,TA,194500
796,Gd,TA,No,Unf,0,Unf,0,650,650,0,0,2,1,3,1,TA,7,Attchd,1980.0,Unf,2,476,TA,TA,171000
797,TA,TA,No,Unf,0,Unf,0,660,660,0,0,1,1,3,1,TA,7,Attchd,1977.0,RFn,2,528,TA,TA,143500
798,TA,TA,No,BLQ,570,Unf,0,203,773,0,0,1,0,2,1,TA,4,Attchd,1953.0,Unf,1,240,TA,TA,110000
799,Ex,TA,No,Unf,0,Unf,0,1926,1926,0,0,3,1,4,1,Ex,11,BuiltIn,2009.0,Fin,3,820,TA,TA,485000
800,Gd,TA,No,ALQ,569,Unf,0,162,731,1,0,1,1,3,1,Gd,7,Detchd,1939.0,Unf,1,240,TA,TA,175000
801,Gd,TA,Gd,GLQ,462,Unf,0,154,616,1,0,2,1,4,1,Gd,8,Attchd,1997.0,RFn,2,603,TA,TA,200000
802,TA,TA,No,LwQ,197,Unf,0,999,1196,1,0,1,0,2,1,TA,5,Detchd,1957.0,Unf,2,440,TA,TA,109900
803,Gd,TA,Av,GLQ,648,Unf,0,80,728,1,0,2,1,3,1,Gd,7,Attchd,2005.0,Fin,2,410,TA,TA,189000
804,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,0,0,3,1,4,1,Ex,12,BuiltIn,2009.0,RFn,3,1020,TA,TA,582933
805,TA,TA,No,LwQ,812,Unf,0,124,936,0,0,1,0,2,1,TA,5,Attchd,1954.0,Unf,1,286,TA,TA,118000
806,Gd,TA,No,Unf,0,Unf,0,1417,1417,0,0,2,0,3,1,Ex,6,Attchd,2008.0,RFn,2,554,TA,TA,227680
807,TA,TA,Av,ALQ,400,Rec,480,100,980,0,0,2,0,3,1,TA,6,Attchd,1967.0,Fin,1,384,TA,TA,135500
808,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,2,0,1,1,3,1,Gd,6,Attchd,1923.0,RFn,2,528,TA,TA,223500
809,TA,TA,Av,ALQ,516,BLQ,128,380,1024,1,0,1,0,3,1,TA,6,Attchd,1966.0,RFn,2,484,TA,TA,159950
810,TA,TA,No,Unf,0,Unf,0,849,849,0,0,2,0,2,3,TA,11,Detchd,1910.0,Unf,2,360,Fa,Po,106000
811,TA,TA,No,ALQ,663,LwQ,377,0,1040,1,0,1,1,3,1,Gd,5,Attchd,1974.0,RFn,2,484,TA,TA,181000
812,Gd,TA,Gd,GLQ,662,Unf,0,186,848,1,0,1,0,1,1,Gd,4,Attchd,2004.0,Fin,2,420,TA,TA,144500
813,TA,TA,Av,Unf,0,Unf,0,540,540,0,0,1,0,2,1,Fa,4,Basment,1952.0,Unf,2,504,TA,TA,55993
814,TA,TA,No,Rec,608,Unf,0,834,1442,0,0,1,1,4,1,TA,7,Attchd,1958.0,RFn,1,301,TA,TA,157900
815,TA,TA,No,Unf,0,Unf,0,686,686,0,1,1,1,3,1,Fa,7,Detchd,1955.0,Unf,1,280,TA,TA,116000
816,Gd,TA,No,Unf,0,Unf,0,1649,1649,0,0,2,0,3,1,Gd,6,Attchd,1998.0,RFn,2,598,TA,TA,224900
817,TA,TA,No,BLQ,486,Unf,0,522,1008,0,0,1,0,2,1,TA,4,Attchd,1954.0,RFn,1,275,TA,TA,137000
818,Gd,TA,No,GLQ,1218,Unf,0,350,1568,1,0,2,0,3,1,Gd,7,Attchd,2002.0,RFn,3,857,TA,TA,271000
819,TA,TA,Av,GLQ,504,Unf,0,506,1010,1,0,1,0,3,1,TA,6,Attchd,1971.0,Unf,2,440,TA,TA,155000
820,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,1,0,2,0,2,1,Gd,6,Attchd,2010.0,RFn,2,484,TA,TA,224000
821,Gd,TA,No,Unf,0,Unf,0,798,798,0,0,2,1,3,1,Gd,6,Attchd,2003.0,RFn,2,595,TA,TA,183000
822,Fa,TA,No,Unf,0,Unf,0,936,936,0,0,1,0,2,1,TA,4,Detchd,1974.0,Unf,2,576,TA,TA,93000
823,Gd,TA,Gd,Unf,0,Unf,0,847,847,0,0,2,1,3,1,Gd,7,BuiltIn,2003.0,Fin,2,433,TA,TA,225000
824,TA,TA,No,Unf,0,Unf,0,778,778,0,0,2,0,3,1,TA,7,Detchd,1940.0,Unf,1,240,TA,TA,139500
825,Gd,Gd,No,Unf,0,Unf,0,1489,1489,0,0,2,0,3,1,Gd,7,Attchd,2006.0,RFn,2,776,TA,TA,232600
826,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,1,0,2,0,2,1,Ex,7,Attchd,2007.0,Fin,3,1220,TA,TA,385000
827,TA,TA,No,ALQ,784,Unf,0,0,784,1,0,1,0,2,1,Gd,5,,,,0,0,,,109500
828,Gd,TA,No,GLQ,20,Unf,0,1434,1454,0,0,2,0,3,1,Gd,6,Attchd,2001.0,RFn,2,527,TA,TA,189000
829,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,0,1,2,1,3,1,TA,7,Attchd,1967.0,Fin,2,538,TA,TA,185000
830,Gd,TA,No,Unf,0,Unf,0,600,600,0,0,2,1,2,1,Gd,4,Detchd,2005.0,RFn,2,480,TA,TA,147400
831,TA,TA,No,Rec,1040,Unf,0,352,1392,1,0,1,1,3,1,TA,6,Attchd,1957.0,RFn,2,458,TA,TA,166000
832,Gd,TA,No,Unf,0,Unf,0,600,600,0,0,2,1,2,1,Gd,4,Detchd,2005.0,RFn,2,480,TA,TA,151000
833,Gd,TA,No,GLQ,483,Unf,0,458,941,1,0,2,1,3,1,Gd,7,Attchd,2003.0,RFn,2,613,TA,TA,237000
834,TA,TA,No,Rec,196,BLQ,345,975,1516,0,0,1,1,3,1,TA,6,Attchd,1964.0,RFn,2,472,TA,TA,167000
835,TA,TA,No,Rec,572,Unf,0,572,1144,1,0,1,0,3,1,TA,6,Attchd,1961.0,Unf,2,456,TA,TA,139950
836,Gd,TA,No,BLQ,442,Unf,0,625,1067,0,0,2,0,2,1,Gd,4,Attchd,1996.0,Unf,2,436,TA,TA,128000
837,TA,TA,No,Rec,338,Unf,0,1221,1559,1,0,1,0,2,1,TA,5,Detchd,1948.0,Unf,2,812,TA,TA,153500
838,TA,TA,No,BLQ,330,Unf,0,153,483,1,0,1,1,2,1,TA,5,Detchd,1973.0,Unf,1,264,TA,TA,100000
839,Gd,TA,No,Unf,0,Unf,0,1099,1099,0,0,1,1,3,1,Gd,6,Attchd,1999.0,Unf,1,352,TA,TA,144000
840,TA,TA,No,BLQ,352,Unf,0,416,768,0,0,1,0,3,1,TA,6,Detchd,1946.0,Unf,1,240,TA,TA,130500
841,TA,TA,No,BLQ,156,Unf,0,516,672,0,0,2,0,4,1,Fa,7,Detchd,1934.0,Unf,1,400,TA,TA,140000
842,TA,TA,No,Unf,0,Unf,0,650,650,0,0,2,0,3,1,Gd,8,Detchd,1983.0,Unf,2,686,Gd,TA,157500
843,TA,TA,Gd,Rec,312,ALQ,539,276,1127,1,0,1,1,3,1,TA,6,Attchd,1966.0,RFn,2,490,Gd,Gd,174900
844,TA,TA,No,Unf,0,Unf,0,1800,1800,0,0,2,0,6,2,TA,10,,,,0,0,,,141000
845,TA,TA,Mn,Unf,0,Unf,0,876,876,0,0,1,1,4,1,TA,7,Detchd,1949.0,Unf,3,720,TA,TA,153900
846,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,1,0,2,0,3,1,TA,6,Basment,1975.0,Fin,2,611,TA,TA,171000
847,Gd,TA,No,ALQ,513,Unf,0,227,740,1,0,2,1,3,1,Gd,7,Attchd,1993.0,Unf,2,425,TA,TA,213000
848,TA,TA,Av,BLQ,460,Unf,0,404,864,1,0,1,0,3,1,TA,5,Attchd,1972.0,Unf,1,338,TA,TA,133500
849,TA,TA,No,Unf,0,Unf,0,907,907,0,0,3,0,5,1,TA,10,Detchd,1908.0,Unf,2,360,Fa,TA,240000
850,TA,TA,No,Unf,0,Unf,0,528,528,0,0,2,1,3,1,TA,7,Attchd,1976.0,RFn,2,512,TA,TA,187000
851,Gd,TA,Av,GLQ,659,Unf,0,189,848,1,0,1,0,1,1,Gd,3,Attchd,2003.0,Fin,2,420,TA,TA,131500
852,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,0,0,2,0,2,1,Gd,7,Attchd,2003.0,Fin,2,400,TA,TA,215000
853,TA,TA,No,Rec,364,Unf,0,554,918,0,0,2,0,4,1,TA,7,Detchd,1941.0,Unf,1,240,TA,TA,164000
854,TA,TA,Gd,Rec,564,Unf,0,563,1127,0,0,1,1,3,1,TA,7,Attchd,1964.0,RFn,2,645,TA,TA,158000
855,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,1,0,1,1,3,1,TA,6,Attchd,1955.0,Unf,2,454,TA,TA,170000
856,TA,TA,No,ALQ,659,Unf,0,381,1040,1,0,1,1,3,1,TA,6,Detchd,1962.0,Unf,1,260,TA,TA,127000
857,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,1,0,1,0,3,1,TA,5,Detchd,1981.0,Unf,2,576,TA,Fa,147000
858,Gd,TA,No,Unf,0,Unf,0,702,702,0,0,2,1,3,1,TA,6,Attchd,1994.0,Fin,2,343,TA,TA,174000
859,Gd,TA,No,Unf,0,Unf,0,1090,1090,0,0,2,0,3,1,TA,6,Attchd,1976.0,RFn,2,479,TA,TA,152000
860,TA,TA,Mn,BLQ,619,Unf,0,435,1054,1,0,2,1,4,1,Gd,9,Attchd,1968.0,Unf,2,619,TA,TA,250000
861,TA,TA,No,Unf,0,Unf,0,912,912,0,0,1,1,3,1,Gd,7,Detchd,1925.0,Unf,1,216,TA,TA,189950
862,TA,TA,Mn,BLQ,841,Unf,0,198,1039,1,0,1,1,3,1,TA,6,Attchd,1965.0,Unf,2,504,TA,TA,131500
863,Gd,TA,No,GLQ,338,Unf,0,702,1040,0,0,2,0,3,1,TA,6,Attchd,1986.0,Unf,2,480,TA,TA,152000
864,TA,TA,No,BLQ,1148,Unf,0,0,1148,1,0,1,0,3,1,TA,6,Attchd,1959.0,Unf,1,672,TA,TA,132500
865,Ex,TA,No,Unf,0,Unf,0,1372,1372,0,0,2,0,3,1,Gd,6,Attchd,2008.0,Fin,2,529,TA,TA,250580
866,TA,TA,No,BLQ,828,Unf,0,174,1002,1,0,1,0,3,1,TA,5,Detchd,1973.0,Unf,2,902,TA,TA,148500
867,Gd,TA,Av,Unf,0,Unf,0,1638,1638,0,0,2,0,3,1,Gd,6,Attchd,2007.0,RFn,3,870,TA,TA,248900
868,TA,TA,No,ALQ,932,Unf,0,108,1040,1,0,1,1,3,1,Fa,5,Attchd,1961.0,RFn,2,544,TA,TA,129000
869,,,,,0,,0,0,0,0,0,2,0,2,1,TA,7,Attchd,1979.0,Unf,2,672,TA,TA,169000
870,Gd,TA,No,GLQ,750,Unf,0,300,1050,1,0,2,1,3,1,Gd,8,Attchd,1993.0,Fin,2,574,TA,TA,236000
871,TA,TA,No,Unf,0,Unf,0,894,894,0,0,1,0,2,1,TA,5,Detchd,1962.0,Unf,1,308,TA,TA,109500
872,Gd,TA,No,GLQ,505,Unf,0,299,804,0,0,2,1,3,1,Gd,7,Attchd,1998.0,RFn,2,523,TA,TA,200500
873,TA,TA,Av,Unf,0,Unf,0,105,105,0,0,1,0,3,1,Gd,5,Attchd,1953.0,Unf,2,414,TA,TA,116000
874,TA,TA,No,Rec,375,Unf,0,457,832,0,0,1,0,3,1,TA,6,Attchd,1949.0,Unf,1,288,TA,TA,133000
875,TA,TA,No,Unf,0,Unf,0,676,676,0,0,1,1,3,1,TA,5,Detchd,1941.0,Unf,1,200,TA,TA,66500
876,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,0,0,2,1,4,1,Ex,11,BuiltIn,2007.0,Fin,2,550,TA,TA,303477
877,TA,TA,Gd,ALQ,633,Unf,0,431,1064,1,0,1,0,3,1,TA,5,Attchd,1963.0,Unf,2,648,TA,TA,132250
878,Ex,TA,No,GLQ,1170,Unf,0,292,1462,1,0,2,1,4,1,Ex,10,Attchd,2004.0,Fin,3,738,TA,TA,350000
879,TA,TA,Av,ALQ,899,Unf,0,210,1109,1,0,1,0,3,1,Gd,6,Detchd,1987.0,Unf,2,576,TA,TA,148000
880,TA,TA,No,ALQ,646,Unf,0,218,864,1,0,1,0,3,1,TA,6,Attchd,1978.0,Unf,1,336,TA,TA,136500
881,Ex,Gd,No,ALQ,980,Unf,0,110,1090,1,0,1,1,2,1,TA,5,Attchd,2005.0,Fin,2,450,TA,TA,157000
882,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,0,0,2,1,3,1,Gd,7,Attchd,1990.0,RFn,2,400,TA,TA,187500
883,Gd,TA,No,Unf,0,Unf,0,808,808,0,0,2,1,3,1,TA,7,BuiltIn,1993.0,RFn,2,389,TA,TA,178000
884,TA,Fa,No,Unf,0,Unf,0,795,795,1,0,1,0,5,1,TA,10,Detchd,1997.0,Unf,1,440,TA,Gd,118500
885,TA,TA,No,BLQ,432,Unf,0,460,892,0,0,1,0,3,1,TA,5,Attchd,1967.0,RFn,1,288,TA,TA,100000
886,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,1,0,2,0,2,1,Gd,5,Attchd,1999.0,Fin,2,506,TA,TA,328900
887,TA,TA,No,LwQ,528,Unf,0,1098,1626,0,0,2,0,4,2,TA,8,Attchd,2005.0,Fin,2,588,TA,TA,145000
888,TA,TA,No,Unf,0,Unf,0,816,816,0,0,1,1,3,1,TA,8,Attchd,1955.0,Unf,1,300,TA,TA,135500
889,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,1,0,2,0,4,1,Gd,8,Attchd,1970.0,Unf,2,621,TA,TA,268000
890,TA,TA,No,BLQ,1024,Unf,0,481,1505,1,0,1,0,2,1,TA,6,Attchd,1953.0,RFn,2,505,TA,TA,149500
891,TA,TA,Mn,Unf,0,Unf,0,672,672,0,0,1,0,3,1,TA,6,Detchd,2003.0,Unf,2,576,TA,TA,122900
892,TA,TA,No,LwQ,226,Rec,500,192,918,0,0,2,1,3,1,TA,7,Attchd,1978.0,RFn,2,440,TA,TA,172500
893,TA,TA,No,GLQ,663,Unf,0,396,1059,0,1,1,0,3,1,TA,6,Attchd,1963.0,RFn,1,264,TA,TA,154500
894,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,1,0,1,0,3,1,TA,6,Attchd,1954.0,Unf,1,354,TA,TA,165000
895,,,,,0,,0,0,0,0,0,2,0,4,2,TA,8,Attchd,1979.0,Unf,2,400,TA,TA,118858
896,TA,TA,No,BLQ,400,Unf,0,380,780,1,0,1,1,4,1,TA,8,Attchd,1963.0,RFn,2,483,TA,TA,140000
897,TA,TA,No,ALQ,285,Unf,0,666,951,0,0,1,0,2,1,TA,6,Detchd,1936.0,Unf,1,327,TA,TA,106500
898,,,,,0,,0,0,0,0,0,2,0,6,2,TA,12,Detchd,1979.0,Unf,2,528,TA,TA,142953
899,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,1,0,2,1,2,1,Ex,11,Attchd,2009.0,Fin,3,820,TA,TA,611657
900,TA,TA,No,BLQ,465,Unf,0,447,912,0,0,1,0,3,1,TA,6,Attchd,1961.0,Unf,1,288,TA,TA,135000
901,TA,TA,No,ALQ,322,Unf,0,536,858,0,0,1,0,2,1,TA,4,Detchd,1979.0,Unf,1,684,TA,TA,110000
902,TA,TA,Mn,BLQ,860,Unf,0,132,992,1,0,1,0,2,1,TA,5,Detchd,1968.0,Unf,1,756,TA,TA,153000
903,Gd,TA,No,Unf,0,Unf,0,783,783,0,0,2,1,3,1,Gd,8,Attchd,2003.0,Fin,2,393,TA,TA,180000
904,Gd,TA,No,Unf,0,Unf,0,1670,1670,0,0,2,0,3,1,Gd,7,Attchd,2006.0,RFn,3,690,TA,TA,240000
905,TA,TA,No,GLQ,599,Unf,0,277,876,0,0,1,0,3,1,TA,6,Attchd,1967.0,Unf,1,288,TA,TA,125500
906,TA,TA,No,Rec,354,LwQ,290,412,1056,1,0,1,0,3,1,TA,6,Attchd,1954.0,RFn,1,280,TA,TA,128000
907,Gd,TA,No,GLQ,63,Unf,0,1560,1623,1,0,2,0,3,1,Gd,8,Attchd,2006.0,RFn,3,865,TA,TA,255000
908,Gd,TA,No,Rec,223,Unf,0,794,1017,0,0,1,1,3,1,Gd,6,Attchd,1936.0,Fin,1,180,Fa,TA,250000
909,Gd,TA,Av,BLQ,301,ALQ,324,239,864,1,0,1,0,2,1,TA,5,Attchd,1983.0,Unf,2,484,TA,TA,131000
910,Gd,TA,No,Unf,0,Unf,0,742,742,0,0,2,1,3,1,Gd,8,Attchd,2005.0,Fin,2,390,TA,TA,174000
911,TA,TA,No,Rec,443,Unf,0,662,1105,0,0,2,0,5,2,TA,12,Detchd,1960.0,Unf,2,480,TA,TA,154300
912,Gd,Gd,Av,ALQ,196,Unf,0,1072,1268,0,0,1,1,3,1,Gd,5,Detchd,1978.0,Unf,1,252,TA,TA,143500
913,TA,TA,No,Rec,489,Unf,0,279,768,0,0,1,0,3,1,TA,6,Detchd,1925.0,Unf,1,450,TA,TA,88000
914,TA,TA,No,BLQ,284,Unf,0,717,1001,0,0,2,0,4,2,TA,8,2Types,1949.0,Unf,3,871,TA,TA,145000
915,Gd,TA,Av,GLQ,294,Unf,0,318,612,0,0,2,1,2,1,Gd,4,Detchd,2009.0,RFn,2,528,TA,TA,173733
916,TA,TA,No,Unf,0,Unf,0,546,546,0,0,1,1,3,1,TA,6,Attchd,1970.0,Unf,1,286,TA,TA,75000
917,TA,TA,Av,BLQ,50,Unf,0,430,480,1,0,0,0,1,1,TA,4,Detchd,1958.0,Unf,1,308,TA,TA,35311
918,TA,TA,No,ALQ,1059,Unf,0,75,1134,0,0,1,0,3,1,TA,6,Attchd,1956.0,RFn,1,284,TA,TA,135000
919,Ex,TA,Mn,BLQ,48,GLQ,634,422,1104,1,0,2,1,4,1,Gd,8,Attchd,1991.0,RFn,3,833,TA,TA,238000
920,Gd,TA,No,ALQ,528,BLQ,411,245,1184,1,0,1,0,3,1,TA,6,Attchd,1990.0,Unf,2,601,TA,TA,176500
921,Gd,Gd,No,GLQ,814,Unf,0,114,928,0,1,2,1,3,1,Gd,7,Attchd,1994.0,RFn,2,471,TA,TA,201000
922,TA,TA,No,ALQ,1084,Unf,0,188,1272,2,0,2,2,4,2,TA,9,,,,0,0,,,145900
923,Gd,TA,No,GLQ,28,Unf,0,1288,1316,0,0,2,0,3,1,Gd,6,Attchd,2005.0,Fin,2,397,TA,TA,169990
924,Gd,TA,No,LwQ,165,GLQ,841,598,1604,1,0,2,0,2,1,Gd,5,Attchd,1993.0,RFn,2,533,TA,TA,193000
925,Gd,TA,No,BLQ,625,LwQ,1061,0,1686,1,0,2,0,3,1,TA,7,Attchd,1980.0,Unf,2,612,TA,TA,207500
926,Gd,TA,Av,ALQ,767,LwQ,93,266,1126,0,1,2,0,3,1,Ex,6,Attchd,1977.0,RFn,2,540,TA,TA,175000
927,Gd,TA,No,Unf,0,Unf,0,1181,1181,0,0,2,1,4,1,Ex,10,BuiltIn,2003.0,Fin,3,656,TA,TA,285000
928,TA,TA,No,BLQ,552,Unf,0,280,832,0,0,2,1,4,1,TA,9,Attchd,1968.0,RFn,2,486,TA,TA,176000
929,Gd,TA,Av,Unf,0,Unf,0,1753,1753,0,0,2,0,3,1,Ex,7,Attchd,2001.0,RFn,2,522,TA,TA,236500
930,Gd,TA,No,Unf,0,Unf,0,964,964,0,0,2,1,4,1,Gd,8,BuiltIn,1997.0,Fin,2,642,TA,TA,222000
931,Gd,TA,Av,GLQ,16,Unf,0,1450,1466,0,0,2,0,3,1,Gd,7,Attchd,2007.0,Fin,3,610,TA,TA,201000
932,TA,TA,No,BLQ,338,Rec,466,121,925,0,1,1,0,2,1,TA,5,Detchd,1965.0,Unf,1,429,TA,TA,117500
933,Ex,Gd,No,Unf,0,Unf,0,1905,1905,0,0,2,0,3,1,Ex,8,Attchd,2006.0,Fin,3,788,TA,TA,320000
934,Gd,TA,Av,GLQ,20,Unf,0,1480,1500,0,0,2,0,3,1,Gd,6,Attchd,2004.0,RFn,2,570,TA,TA,190000
935,Gd,TA,Gd,GLQ,425,Unf,0,160,585,1,0,2,0,4,1,Gd,9,Attchd,1960.0,RFn,2,505,TA,TA,242000
936,Fa,TA,Mn,Unf,0,Unf,0,600,600,0,0,1,0,1,1,TA,5,Detchd,1953.0,Unf,2,528,TA,TA,79900
937,Gd,TA,No,GLQ,833,Unf,0,343,1176,1,0,2,0,2,1,Gd,5,Attchd,2003.0,RFn,2,555,TA,TA,184900
938,Gd,TA,Mn,GLQ,341,Unf,0,772,1113,0,0,2,1,3,1,Gd,8,Attchd,2005.0,RFn,2,689,TA,TA,253000
939,Gd,Gd,Mn,GLQ,464,Unf,0,927,1391,0,0,2,1,3,1,Gd,7,Attchd,2006.0,RFn,3,868,TA,TA,239799
940,TA,TA,Mn,Unf,0,Unf,0,1032,1032,0,0,2,0,4,1,TA,10,Attchd,1940.0,Unf,1,349,TA,TA,244400
941,TA,TA,Gd,Rec,936,LwQ,396,396,1728,0,0,2,0,4,2,TA,8,Attchd,1976.0,Unf,2,574,TA,TA,150900
942,Gd,TA,No,ALQ,772,Unf,0,220,992,1,0,2,1,3,1,Gd,8,BuiltIn,1999.0,RFn,2,390,TA,TA,214000
943,Gd,TA,Gd,GLQ,1440,Unf,0,0,1440,2,0,2,0,4,2,TA,8,,,,0,0,,,150000
944,TA,TA,Av,Unf,0,Unf,0,1632,1632,0,0,2,0,4,2,TA,8,Attchd,1967.0,Unf,2,576,TA,TA,143000
945,TA,TA,No,GLQ,111,Rec,354,354,819,0,1,1,0,3,1,Gd,7,Basment,1958.0,RFn,2,525,TA,TA,137500
946,TA,TA,No,LwQ,1088,Unf,0,0,1088,0,0,1,0,2,1,TA,7,Detchd,1963.0,Unf,2,456,TA,TA,124900
947,TA,TA,Av,ALQ,748,BLQ,294,102,1144,1,0,1,0,3,1,TA,6,Attchd,1959.0,RFn,1,796,TA,TA,143000
948,Gd,TA,Av,GLQ,1300,Unf,0,316,1616,1,0,2,0,3,1,Gd,9,Attchd,2002.0,Fin,3,808,TA,TA,270000
949,Gd,TA,,Unf,0,Unf,0,936,936,0,0,2,1,3,1,Gd,7,Attchd,2002.0,RFn,2,474,TA,TA,192500
950,TA,TA,No,ALQ,982,Unf,0,179,1161,1,0,1,1,3,1,Gd,5,Attchd,1972.0,RFn,2,676,TA,TA,197500
